JobID,JobLink,Location,WorkType,Role,Skills,Company
939,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Full-Time,Sales,"['Lead Generation', 'Sales', 'Marketing', 'Team leadership']",Reinsurance Group of America
940,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Temporary,Sales,"['Marketing', 'Negotiation', 'Lead Generation', 'CRM software (e.g., Salesforce)', 'Sales presentation and communication', 'Sales prospecting and lead generation']",United Natural Foods
941,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Intern,Sales,"['Sales', 'Marketing', 'Lead Generation', 'Team leadership']",Par Pacific Holdings
942,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Intern,Sales,"['Sales', 'Business development', 'Marketing', 'Medical product knowledge', 'Medical sales techniques']",Pfizer Inc.
943,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Temporary,Sales,"['Negotiation', 'Lead Generation', 'Business development', 'Territory management', 'Relationship building', 'Sales prospecting and networking']",China Vanke
944,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Full-Time,Sales,"['Sales', 'Business development', 'Lead Generation', 'Negotiation skills', 'Product knowledge', 'Customer relationship management']",Pfizer
945,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Contract,Sales,"['Sales', 'Negotiation', 'Business development', 'Sales strategy']",China Pacific Insurance
946,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Intern,Sales,"['Business development', 'Sales', 'Negotiation', ' Negotiation and closing skills']",Linde plc
947,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Contract,Sales,"['Lead Generation', 'Business development', 'Marketing', 'Account management']",Freeport-McMoRan
948,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Intern,Sales,"['Marketing', 'Lead Generation', 'Sales', ' Negotiation and closing skills']",Rentokil Initial
949,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Intern,Sales,"['Marketing', 'Business development', 'Negotiation', 'Account management']",PI Industries
950,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Part-Time,Sales,"['Sales', 'Negotiation', 'Marketing', 'Sales presentation and communication', 'CRM software (e.g., Salesforce)', 'Product knowledge']",Caterpillar
951,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Temporary,Sales,"['Negotiation', 'Lead Generation', 'Marketing', 'Relationship building with healthcare professionals', 'Sales forecasting and planning']",TD Synnex
952,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Full-Time,Sales,"['Negotiation', 'Lead Generation', 'Marketing', 'Relationship building', 'Sales negotiation and closing techniques', 'Product knowledge']",TravelCenters of America
953,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Part-Time,Sales,"['Sales', 'Lead Generation', 'Marketing', 'Sales prospecting and lead generation', 'Sales negotiation and closing techniques', 'Relationship building']",JD Wetherspoon
954,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Intern,Sales,"['Lead Generation', 'Marketing', 'Sales', 'CRM software (e.g., Salesforce)', 'Product knowledge', 'Sales prospecting and lead generation']",United Rentals
955,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Full-Time,Sales,"['Negotiation', 'Marketing', 'Sales', 'Industry and product knowledge', 'Relationship building']",Haier Group
956,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Intern,Sales,"['Marketing', 'Sales', 'Negotiation', 'Negotiation skills', 'Client acquisition', 'Sales strategies']",The Clorox Company
957,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Part-Time,Sales,"['Lead Generation', 'Marketing', 'Negotiation', 'Relationship building with healthcare professionals', 'Medical sales techniques']",Chesapeake Energy
958,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Full-Time,Sales,"['Business development', 'Negotiation', 'Lead Generation', 'CRM software (e.g., Salesforce)', 'Sales presentation and communication', 'Relationship building']",BlueScope Steel
959,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Intern,Sales,"['Lead Generation', 'Marketing', 'Sales', 'Client relationship building', 'Business-to-business sales strategies', 'Sales negotiations']",Maruti Suzuki India
960,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Full-Time,Sales,"['Sales', 'Marketing', 'Negotiation', 'Medical product knowledge', 'Understanding of healthcare regulations']",Ocado Group
961,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Temporary,Sales,"['Sales', 'Marketing', 'Negotiation', 'Territory management', 'Sales prospecting and networking', 'Face-to-face sales meetings']",American Family Insurance Group
962,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Intern,Sales,"['Negotiation', 'Business development', 'Sales', 'Sales strategies and tactics', 'Industry and product knowledge']",ThyssenKrupp AG
963,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Intern,Sales,"['Negotiation', 'Business development', 'Sales', 'Product knowledge', 'Sales prospecting and lead generation', 'CRM software (e.g., Salesforce)']",Airbnb
964,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Temporary,Sales,"['Negotiation', 'Business development', 'Marketing', 'Relationship building', 'Sales forecasting']",Guardian Life Ins. Co. of America
965,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Contract,Sales,"['Marketing', 'Negotiation', 'Sales', 'Relationship building', 'Face-to-face sales meetings', 'Consultative selling']",JSW Steel
966,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Contract,Sales,"['Lead Generation', 'Marketing', 'Business development', 'Sales strategy']",China Southern Airlines
967,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Part-Time,Sales,"['Sales', 'Negotiation', 'Lead Generation', 'Sales techniques', 'Negotiation skills', 'Product knowledge']",Halma
968,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Intern,Sales,"['Negotiation', 'Lead Generation', 'Sales', 'Sales strategy development']",Ameren
969,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Contract,Sales,"['Marketing', 'Business development', 'Negotiation', 'Client acquisition', 'Negotiation skills', 'Product knowledge']",Intercontinental Exchange
970,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Temporary,Sales,"['Negotiation', 'Lead Generation', 'Sales', 'Product knowledge', 'Sales presentation and communication', 'Relationship building']",Qurate Retail
971,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Contract,Sales,"['Lead Generation', 'Business development', 'Sales', 'B2B sales', 'Sales negotiations', 'Market research']",Western Union Company
972,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Temporary,Sales,"['Sales', 'Lead Generation', 'Negotiation', 'Sales strategy development']",Industrial and Commercial Bank of China (ICBC)
973,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Part-Time,Sales,"['Business development', 'Sales', 'Marketing', 'Sales strategies and tactics', 'Sales forecasting']",Whitehaven Coal
974,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Full-Time,Sales,"['Negotiation', 'Sales', 'Lead Generation', 'Sales prospecting and lead generation', 'Product knowledge', 'Sales negotiation and closing techniques']",Macquarie Group
975,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Contract,Sales,"['Business development', 'Sales', 'Lead Generation', 'Sales strategies', 'Client acquisition', 'Customer relationship management']",Altice USA
976,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Temporary,Sales,"['Negotiation', 'Sales', 'Marketing', 'Sales prospecting and lead generation', 'Relationship building', 'Sales presentation and communication']",SSE plc
977,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Part-Time,Sales,"['Negotiation', 'Lead Generation', 'Marketing', 'Medical product knowledge', 'Understanding of healthcare regulations']",Quest Diagnostics
978,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Full-Time,Sales,"['Lead Generation', 'Marketing', 'Business development', 'Sales strategy']",Alphabet
979,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Temporary,Sales,"['Sales', 'Marketing', 'Lead Generation', 'Product knowledge', 'Sales presentation and communication', 'CRM software (e.g., Salesforce)']",Reliance Steel & Aluminum
980,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Full-Time,Sales,"['Business development', 'Lead Generation', 'Sales', 'Product knowledge', 'Customer relationship management', 'Client acquisition']",Ferguson plc
981,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Part-Time,Sales,"['Marketing', 'Sales', 'Lead Generation', 'Account management']",Graphic Packaging Holding
982,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Part-Time,Sales,"['Sales', 'Marketing', 'Negotiation', 'Client acquisition', 'Negotiation skills', 'Customer relationship management']",Amazon.com
983,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Bangalore,Intern,Sales,"['Negotiation', 'Sales', 'Business development', 'Sales tracking and reporting', 'Relationship building', 'Consultative selling']",McKesson
984,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Full-Time,Sales,"['Sales', 'Marketing', 'Negotiation', 'Product knowledge', 'CRM software (e.g., Salesforce)', 'Sales presentation and communication']",China Pacific Insurance
985,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Full-Time,Sales,"['Lead Generation', 'Sales', 'Negotiation', ' Negotiation and closing skills']",CDW
986,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Part-Time,Sales,"['Negotiation', 'Sales', 'Lead Generation', 'Account management']",J.M. Smucker
987,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Contract,Sales,"['Business development', 'Negotiation', 'Sales', 'Relationship building with healthcare professionals', 'Medical product knowledge']",Woolworths Group
988,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Contract,Sales,"['Lead Generation', 'Business development', 'Marketing', ' Negotiation and closing skills']",Allstate
989,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Intern,Sales,"['Sales', 'Lead Generation', 'Negotiation', 'Client relationship building', 'Sales negotiations', 'Market research']",Knight-Swift Transportation Holdings
990,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Temporary,Sales,"['Business development', 'Negotiation', 'Sales', 'Sales presentation and communication', 'Relationship building', 'Sales negotiation and closing techniques']",International Flavors & Fragrances
991,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Contract,Sales,"['Sales', 'Marketing', 'Business development', 'Business-to-business sales strategies', 'Client relationship building', 'Sales negotiations']",Avantor
992,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Part-Time,Sales,"['Marketing', 'Business development', 'Sales', 'Product knowledge', 'Sales strategies', 'Customer relationship management']",Eli Lilly
993,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Full-Time,Sales,"['Lead Generation', 'Business development', 'Marketing', 'Sales strategy']",Marathon Oil
994,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Part-Time,Sales,"['Business development', 'Lead Generation', 'Negotiation', 'CRM software (e.g., Salesforce)', 'Product knowledge', 'Sales prospecting and lead generation']",Diamondback Energy
995,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Part-Time,Sales,"['Lead Generation', 'Business development', 'Sales', 'Sales prospecting and networking', 'Consultative selling', 'Face-to-face sales meetings']",Carrier Global
996,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Contract,Sales,"['Lead Generation', 'Business development', 'Negotiation', 'Sales prospecting and networking', 'Sales tracking and reporting', 'Consultative selling']",Hindalco Industries
997,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Full-Time,Sales,"['Business development', 'Lead Generation', 'Negotiation', 'Territory management', 'Consultative selling', 'Sales tracking and reporting']",GlaxoSmithKline
998,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Intern,Sales,"['Lead Generation', 'Marketing', 'Business development', 'Sales strategy']",KKR
999,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Contract,Sales,"['Business development', 'Negotiation', 'Marketing', 'Territory management', 'Sales tracking and reporting', 'Relationship building']",The Kraft Heinz Company
1000,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Full-Time,Sales,"['Marketing', 'Lead Generation', 'Negotiation', 'Sales strategy']",Lockheed Martin
1001,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Intern,Sales,"['Negotiation', 'Sales', 'Business development', 'Sales strategy development']",Bank of New York Mellon
1002,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Intern,Sales,"['Marketing', 'Business development', 'Lead Generation', 'Account management', 'Relationship building']",American Airlines Group
1003,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Contract,Sales,"['Business development', 'Negotiation', 'Marketing', 'Client acquisition', 'Customer relationship management', 'Negotiation skills']",Beacon Roofing Supply
1004,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Temporary,Sales,"['Business development', 'Negotiation', 'Sales', 'Sales negotiation and closing techniques', 'Sales presentation and communication', 'Product knowledge']",WHSmith
1005,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Temporary,Sales,"['Marketing', 'Lead Generation', 'Negotiation', 'Sales prospecting and lead generation', 'CRM software (e.g., Salesforce)', 'Product knowledge']",Chewy
1006,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Full-Time,Sales,"['Lead Generation', 'Marketing', 'Sales', 'Face-to-face sales meetings', 'Sales tracking and reporting', 'Territory management']",Freeport-McMoRan
1007,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Intern,Sales,"['Negotiation', 'Lead Generation', 'Sales', 'Account management', 'Relationship building']",Bajaj Holdings & Investment Limited
1008,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Part-Time,Sales,"['Lead Generation', 'Negotiation', 'Sales', 'Relationship building', 'Product knowledge', 'Sales presentation and communication']",Victrex
1009,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Part-Time,Sales,"['Marketing', 'Negotiation', 'Business development', 'Account management']",Great Wall Motors
1010,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Full-Time,Sales,"['Marketing', 'Lead Generation', 'Sales', 'Sales strategies', 'Product knowledge', 'Sales techniques']",Delek US Holdings
1011,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Full-Time,Sales,"['Marketing', 'Lead Generation', 'Negotiation', 'Medical product knowledge', 'Understanding of healthcare regulations']",Goodman Group
1012,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Temporary,Sales,"['Marketing', 'Business development', 'Negotiation', 'Sales negotiation and closing techniques', 'CRM software (e.g., Salesforce)', 'Relationship building']",McDonald's
1013,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Temporary,Sales,"['Business development', 'Negotiation', 'Marketing', 'Negotiation skills', 'Sales strategies', 'Client acquisition']",The Boeing Company
1014,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Chennai,Contract,Sales,"['Business development', 'Lead Generation', 'Negotiation', 'Relationship building with healthcare professionals', 'Understanding of healthcare regulations']",Franklin Resources
1015,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Noida,Full-Time,Sales,"['Negotiation', 'Lead Generation', 'Business development', 'Sales forecasting and planning', 'Understanding of healthcare regulations']",Voltas Limited
1016,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Contract,Sales,"['Lead Generation', 'Sales', 'Marketing', 'Product knowledge', 'Negotiation skills', 'Sales techniques']",DaVita
1017,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Intern,Sales,"['Business development', 'Sales', 'Marketing', 'Account management', 'Relationship building']",Metro AG
1018,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Gurgaon,Contract,Sales,"['Negotiation', 'Business development', 'Marketing', 'Customer relationship management', 'Product knowledge', 'Sales strategies']",Auto Trader Group
1019,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Kolkata,Part-Time,Sales,"['Marketing', 'Negotiation', 'Lead Generation', 'Client relationship building', 'Market research', 'Business-to-business sales strategies']","Lyft, Inc."
1020,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Mumbai,Temporary,Sales,"['Marketing', 'Negotiation', 'Business development', 'Sales strategy development']",BMW Group
1021,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Hyderabad,Intern,Sales,"['Lead Generation', 'Sales', 'Negotiation', ' Negotiation and closing skills']",WestRock
1022,https://www.naukri.com/job-listings-unit-sales-manager-icici-prudential-life-insurance-co-ltd-bengaluru-0-to-5-years-280324912727?src=jobsearchDesk&sid=17119830427195138&xp=4&px=1,Pune,Intern,Sales,"['Marketing', 'Business development', 'Lead Generation', 'Medical product knowledge', 'Understanding of healthcare regulations']",China Telecom
